"file"	"tokens"	"date"	"bias"	"doc_num"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"Topic10"	"Topic11"	"Topic12"	"Topic"
"1"	"img_14660729657_10154783374229658.jpg"	"     audio equipment  microphone  public speaking  glass  speech  microphone stand  fixture  public address system  audio accessory  orator"	810	0	1	0.036742504522466	0.00625197312487597	0.0181994849620237	0.0240184732224987	0.148439548560031	0.00837063823908014	0.0121001002112002	0.0160915854202849	0.643508953263454	0.0323202779778488	0.0110117607085765	0.0429446997876598	"Topic9"
"2"	"img_95475020353_10166126806975354.jpg"	"     automotive design  photograph  white  monochrome  street  black  black-and-white  photography  monochrome photography  hood"	2218	1	2	0.0155849932158606	0.0105957571083481	0.566214871694229	0.0400926300135281	0.00701462191624935	0.0467353203259235	0.0108742440521729	0.0400486976914992	0.00766064798276286	0.0234071436748219	0.21709505495867	0.0146760173659345	"Topic3"
"3"	"img_10018702564_10153630587317565.jpg"	"     automotive lighting  atmospheric phenomenon  automotive design  atmosphere  car  road surface  automotive exterior  mist  automotive tail & brake light  headlamp"	182	-1	3	0.181440312761713	0.00306153829784818	0.0189323215602913	0.0159104767493205	0.00333380597042207	0.0813313418138749	0.00860413266344674	0.0234926295425039	0.00256060757645768	0.00569145853229982	0.645320168065628	0.0103212064661944	"Topic11"
"4"	"img_95475020353_10155587504305354.jpg"	"     beverage can  aluminum can  tin can  tin  cylinder"	266	1	4	0.270447320232631	0.00698233806557816	0.0475194563867574	0.0230666620619308	0.0221394423637812	0.0168487006432536	0.0103127261136038	0.37096350173984	0.143326725161764	0.0426480080373144	0.0174714534149623	0.028273665778584	"Topic8"
"5"	"img_140738092630206_3465236260180356.jpg"	"     bicycle tire  mode of transport  people  bicycle frame  standing  bicycle wheel  photograph  bicycles--equipment and supplies  white  asphalt"	2191	1	5	0.0109503540448489	0.00821494961835197	0.152395157844266	0.0214618121596834	0.00423051428912753	0.0691155254696264	0.0128436616753409	0.018995019345373	0.00407443372413754	0.0112932027293447	0.676527313690962	0.0098980554089377	"Topic11"
"6"	"img_10606591490_10157789005071491.jpg"	"     blue  colorfulness  electric blue  majorelle blue  cobalt blue  gas  symbol  number"	2166	-1	6	0.0585779901254906	0.0111153007512535	0.606227557005861	0.0318229459603004	0.0062470386240422	0.0310362464845872	0.00878662433414752	0.178199560449464	0.00778476167433222	0.0265633073365598	0.015142437068758	0.0184962301852029	"Topic3"
"7"	"img_131459315949_10153054802615950.jpg"	"     blue  finger  people  skin  eyebrow  hand  photograph  thumb  white  nail"	360	-1	7	0.0101261845264171	0.00681726647776778	0.294170044278043	0.0394590911271481	0.0204464480026939	0.0134445942406005	0.00643509500172058	0.343326165789516	0.0274460610328742	0.20050609164051	0.0139802808181541	0.0238426770645542	"Topic8"
"8"	"img_5550296508_10153459308996509.jpg"	"     brick  brown  yellow  wall  property  brickwork  photograph  orange  real estate  line"	207	-1	8	0.0699066596979361	0.00663864337783966	0.257878618404286	0.0302166178781829	0.0103463786636616	0.433906068422441	0.00981732299958814	0.0465335655022935	0.0126960076996407	0.051211132620928	0.0311147098710527	0.0397342748621496	"Topic6"
"9"	"img_95475020353_10166087657430354.jpg"	"     brown  atmosphere  photograph  atmospheric phenomenon  amber  light  sunlight  heat  morning  photography"	2212	1	9	0.663233070813564	0.00808111898316904	0.185169168198532	0.0157437303456444	0.00690860780481314	0.0190684263842016	0.00841496100883147	0.0306526170446769	0.00821379049700869	0.021451136752951	0.0189404004834657	0.0141229716831419	"Topic1"
"10"	"img_6250307292_10157995239782293.jpg"	"     brown  yellow  joint  white  amber  orange  black  tan  muscle  beige"	1450	-1	10	0.274640657188041	0.0107572821157603	0.472429269442996	0.0402489486725928	0.00918487727915387	0.0239248168984487	0.00780934163086559	0.0662612628886641	0.012291027279348	0.0386719515007067	0.0177227187778777	0.0260578463255457	"Topic3"
