"file"	"tokens"	"date"	"bias"	"doc_num"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"Topic10"	"Topic11"	"Topic"
"1"	"img_10606591490_10157709016391491.jpg"	"        art  illustration  poster  fiction  visual_arts  painting  symbol  graphic_design  drawing  graphics"	2138	-1	1	0.0483367763375588	0.0076048874478452	0.0321107213467372	0.11126952064356	0.00718097658838029	0.0290815092570165	0.0308393604348415	0.00487316119019822	0.480698757520856	0.0117476767707872	0.236256652462219	"Topic9"
"2"	"img_95475020353_10165433458770354.jpg"	"        audio_equipment  microphone  chin  forehead  coat  dress_shirt  collar  flag  outerwear  suit"	2118	1	2	0.460044147475753	0.258241707514612	0.105399931369869	0.0256542816699276	0.00382496327884241	0.0268673834075972	0.0632430556598302	0.00635604634438279	0.0311770575053938	0.00663650037522812	0.0125549253985641	"Topic1"
"3"	"img_10018702564_10154705572167565.jpg"	"        audio_equipment  microphone  electronic_device  chin  forehead  eyebrow  public_speaking  outerwear  technology  dress_shirt"	644	-1	3	0.276300719122097	0.601820294695332	0.0161890159501542	0.0182584707628458	0.00113277324801174	0.0151975304308663	0.0390785286629878	0.00151077039318147	0.0205886592838846	0.00304207075266584	0.00688116669797265	"Topic2"
"4"	"img_5550296508_10159361700171509.jpg"	"        audio_equipment  microphone  nose  cheek  hairstyle  electronic_device  chin  forehead  collar  eyebrow"	1690	-1	4	0.252495343092881	0.582162203808441	0.0245867882832142	0.0286426081763752	0.00182494020383718	0.0179799636334938	0.0444431876697659	0.00127544022379261	0.0322474798380764	0.00522655744371008	0.00911548762641275	"Topic2"
"5"	"img_95475020353_10156650339330354.jpg"	"        audio_equipment  nose  microphone  finger  forehead  electronic_device  public_speaking  technology  wrist  speech"	521	1	5	0.144349923684105	0.633642123373809	0.0188000846048453	0.0954905017115224	0.00224787893928787	0.0273404610312871	0.0323405131719262	0.00187118888057093	0.0200898258513188	0.00913284875827144	0.0146946499930548	"Topic2"
"6"	"img_155869377766434_1223594460993915.jpg"	"        automotive_lighting  automotive_exterior  automotive_mirror  vehicle_door  grass  tints_and_shades  glass  auto_part  chair  tail"	427	-1	6	0.00641341288942517	0.00565973021868939	0.0171923509148264	0.0332044355451893	0.722959714488139	0.0289007375111517	0.0167074901013681	0.0420926307100231	0.00672149061910486	0.104083079050768	0.0160649279513149	"Topic5"
"7"	"img_5281959998_10151535677454999.jpg"	"        ball  sportswear  sports_uniform  basketball  sport_venue  sports_equipment  jersey  basketball_player  ball_game  joint"	1319	-1	7	0.05675541979851	0.808958406686822	0.0187865755663638	0.0204796371695009	0.00140183591189759	0.0123178351692523	0.0561170321114406	0.00219517005637769	0.00913577119472046	0.00538991611623425	0.00846240021888023	"Topic2"
"8"	"img_95475020353_10166020903560354.jpg"	"        bicycle_tire  bicycle_wheel  bicycle_frame  bicycles--equipment_and_supplies  helmet  bicycle_handlebar  bicycle  bicycle_helmet  bicycle_wheel_rim  bicycle_part"	2202	1	8	0.000982465901856579	0.00195472364063358	0.0274410499142829	0.00478549527116967	0.0398902834327341	0.0107822757339613	0.0237800869184887	0.87128189086241	0.000668673267070302	0.0111532823754212	0.00727977268197085	"Topic8"
"9"	"img_106547192707583_2698894503472826.jpg"	"        blue  finger  lip  cheek  skin  chin  forehead  eyebrow  electric_blue  facial_expression"	1662	1	9	0.237178965096091	0.0517583148274622	0.0465021200927647	0.134338967637171	0.0132743935134122	0.133394485402318	0.0619905595026509	0.00398107153037577	0.198936119573087	0.0251317588844254	0.093513243940242	"Topic1"
"10"	"img_140738092630206_3475106292526686.jpg"	"        blue  red  majorelle_blue  electric_blue  azure  world  cobalt_blue  symbol"	2194	1	10	0.0107798082030271	0.011494145648153	0.0467310174336449	0.140755949488129	0.01639114497496	0.0415106678224756	0.0319286028463801	0.016025618881232	0.0399749603108765	0.0363144033559515	0.60809368103517	"Topic11"
